acceptance,positive:1,negative:0
access,positive:0,negative:0
accessible,positive:1,negative:0
accession,positive:0,negative:0
accessory,positive:0,negative:0
accident,positive:0,negative:1
accidental,positive:0,negative:1
accidentally,positive:0,negative:0
accolade,positive:1,negative:0
accommodate,positive:0,negative:0
accommodation,positive:1,negative:0
accompaniment,positive:1,negative:0
accompany,positive:0,negative:0
accompanying,positive:0,negative:0
accomplice,positive:0,negative:0
accomplish,positive:1,negative:0
accomplished,positive:1,negative:0
accomplishment,positive:1,negative:0
accord,positive:1,negative:0
accordance,positive:0,negative:0
accordion,positive:0,negative:0
account,positive:0,negative:0
accountability,positive:1,negative:0
accountable,positive:1,negative:0
accountant,positive:0,negative:0
accounting,positive:0,negative:0
accounts,positive:0,negative:0
accredited,positive:1,negative:0
accretion,positive:0,negative:0
accrue,positive:0,negative:0
accueil,positive:1,negative:0
accumulate,positive:0,negative:0
accumulation,positive:0,negative:0
accuracy,positive:0,negative:0
accurate,positive:1,negative:0
accursed,positive:0,negative:1
accusation,positive:0,negative:1
accusative,positive:0,negative:1
accused,positive:0,negative:1
accuser,positive:0,negative:1
accusing,positive:0,negative:1
accustomed,positive:0,negative:0
ace,positive:1,negative:0
acetic,positive:0,negative:0
ache,positive:0,negative:1
achieve,positive:1,negative:0
achievement,positive:1,negative:0
aching,positive:0,negative:1
acid,positive:0,negative:1
acidity,positive:0,negative:0
acknowledge,positive:0,negative:0
acknowledged,positive:0,negative:0
acknowledgment,positive:1,negative:0
acme,positive:0,negative:0
acoustic,positive:0,negative:0
acoustics,positive:0,negative:0
acquaint,positive:0,negative:0
acquaintance,positive:0,negative:0
acquainted,positive:0,negative:0
acquiescence,positive:0,negative:0
acquire,positive:1,negative:0
acquiring,positive:1,negative:0
acquisition,positive:0,negative:0
acquisitions,positive:0,negative:0
acreage,positive:0,negative:0
acres,positive:0,negative:0
acrobat,positive:1,negative:0
act,positive:0,negative:0
acting,positive:0,negative:0
action,positive:1,negative:0
actionable,positive:0,negative:1
active,positive:0,negative:0
activity,positive:0,negative:0
actor,positive:0,negative:0
actual,positive:1,negative:0
actuality,positive:0,negative:0
actuary,positive:0,negative:0
acuity,positive:1,negative:0
acumen,positive:1,negative:0
acupuncture,positive:0,negative:0
acutely,positive:0,negative:0
adage,positive:0,negative:0
adamant,positive:0,negative:0
adapt,positive:1,negative:0
adaptable,positive:1,negative:0
add,positive:0,negative:0
added,positive:0,negative:0
addendum,positive:0,negative:0
adder,positive:0,negative:1
addiction,positive:0,negative:1
addition,positive:0,negative:0
additional,positive:0,negative:0
additive,positive:0,negative:0
address,positive:0,negative:0
addressee,positive:0,negative:0
addresses,positive:1,negative:0
adept,positive:1,negative:0
adequacy,positive:1,negative:0
adequate,positive:0,negative:0
adhere,positive:0,negative:0
adherence,positive:0,negative:0
adherent,positive:0,negative:0
adhering,positive:0,negative:0
adhesion,positive:0,negative:0
adhesive,positive:0,negative:0
adieu,positive:0,negative:0
adipose,positive:0,negative:1
adjacency,positive:0,negative:0
adjacent,positive:0,negative:0
adjective,positive:0,negative:0
adjoining,positive:0,negative:0
adjourn,positive:0,negative:0
adjournment,positive:0,negative:0
adjudicate,positive:0,negative:1
adjudication,positive:0,negative:0
adjunct,positive:1,negative:0
adjust,positive:0,negative:0
adjustment,positive:0,negative:0
adjuvant,positive:0,negative:0
administer,positive:0,negative:0
administration,positive:0,negative:0
administrative,positive:0,negative:0
admirable,positive:1,negative:0
admiral,positive:1,negative:0
admiralty,positive:0,negative:0
admiration,positive:1,negative:0
admire,positive:1,negative:0
admirer,positive:1,negative:0
admissibility,positive:0,negative:0
admissible,positive:1,negative:0
admission,positive:0,negative:0
admit,positive:0,negative:0
admittance,positive:0,negative:0
admitted,positive:0,negative:0
admitting,positive:0,negative:0
admixture,positive:0,negative:0
admonition,positive:0,negative:1
ado,positive:0,negative:0
adobe,positive:0,negative:0
adolescence,positive:0,negative:0
adolescent,positive:0,negative:0
adopt,positive:0,negative:0
adoption,positive:0,negative:0
adorable,positive:1,negative:0
adoration,positive:1,negative:0
adore,positive:1,negative:0
adorn,positive:0,negative:0
adornment,positive:0,negative:0
adrift,positive:0,negative:1
adult,positive:0,negative:0
adulterated,positive:0,negative:1
adultery,positive:0,negative:1
advance,positive:1,negative:0
advanced,positive:1,negative:0
advancement,positive:1,negative:0
advancing,positive:0,negative:0
advantage,positive:1,negative:0
advantageous,positive:1,negative:0
advent,positive:1,negative:0
adventure,positive:1,negative:0
adventurer,positive:0,negative:0
adventurous,positive:1,negative:0
adversary,positive:0,negative:1
adverse,positive:0,negative:1
adversity,positive:0,negative:1
advertise,positive:0,negative:0
advertisement,positive:0,negative:0
advice,positive:0,negative:0
advisable,positive:1,negative:0
advise,positive:1,negative:0
advised,positive:0,negative:0
advisement,positive:0,negative:0
adviser,positive:1,negative:0
advocacy,positive:1,negative:0
advocate,positive:0,negative:0
aegis,positive:0,negative:0
aeration,positive:0,negative:0
aerial,positive:0,negative:0
aerodrome,positive:0,negative:0
aerodynamics,positive:0,negative:0
aeronautics,positive:0,negative:0
aeroplane,positive:0,negative:0
aesthetic,positive:1,negative:0
aesthetics,positive:1,negative:0
aetiology,positive:0,negative:0
afar,positive:0,negative:0
a_able,positive:1,negative:0
a_air,positive:0,negative:0
a_ecting,positive:0,negative:0
a_ection,positive:1,negative:0
a_ections,positive:0,negative:0
a   che,positive:0,negative:0
a   davit,positive:0,negative:0
a   liated,positive:1,negative:0
a   liation,positive:0,negative:0
a   nity,positive:0,negative:0
a   rm,positive:1,negative:0
a   rmation,positive:1,negative:0
a   rmative,positive:1,negative:0
a   rmatively,positive:1,negative:0
a   x,positive:0,negative:0
a_ict,positive:0,negative:1
a_icted,positive:0,negative:1
a_iction,positive:0,negative:1
a_uence,positive:1,negative:0
a_uent,positive:1,negative:0
a_ord,positive:1,negative:0
a_ront,positive:0,negative:1
afield,positive:0,negative:0
afore,positive:0,negative:0
aforementioned,positive:0,negative:0
aforesaid,positive:0,negative:0
afraid,positive:0,negative:1
afresh,positive:0,negative:0
aft,positive:0,negative:0
aftermath,positive:0,negative:1
afternoon,positive:0,negative:0
aftertaste,positive:0,negative:1
afterthought,positive:0,negative:0
aga,positive:1,negative:0
agate,positive:0,negative:0
age,positive:0,negative:0
aged,positive:0,negative:0
agency,positive:0,negative:0
agent,positive:0,negative:0
agglomeration,positive:0,negative:0
aggravated,positive:0,negative:1
aggravating,positive:0,negative:1
aggravation,positive:0,negative:1
aggregate,positive:0,negative:0
aggregation,positive:0,negative:0
aggression,positive:0,negative:1
aggressive,positive:0,negative:1
aggressor,positive:0,negative:1
aghast,positive:0,negative:1
agile,positive:1,negative:0
agility,positive:1,negative:0
agitated,positive:0,negative:1
agitation,positive:0,negative:1
agnostic,positive:0,negative:0
ago,positive:0,negative:0
agonizing,positive:0,negative:1
agony,positive:0,negative:1
agree,positive:1,negative:0
agreeable,positive:1,negative:0
agreed,positive:1,negative:0
agreeing,positive:1,negative:0
agreement,positive:1,negative:0
agricultural,positive:0,negative:0
agriculture,positive:1,negative:0
aground,positive:0,negative:1
agua,positive:0,negative:0
ahead,positive:1,negative:0
aid,positive:1,negative:0
aiding,positive:1,negative:0
ail,positive:0,negative:1
ailing,positive:0,negative:1
ailment,positive:0,negative:0
aim,positive:0,negative:0
aimless,positive:0,negative:1
air,positive:0,negative:0
airbag,positive:0,negative:0
airlift,positive:0,negative:0
airline,positive:0,negative:0
airman,positive:0,negative:0
airplane,positive:0,negative:0
airport,positive:0,negative:0
airs,positive:0,negative:1
airship,positive:0,negative:0
aisle,positive:0,negative:0
ait,positive:0,negative:0
ajar,positive:0,negative:0
akin,positive:0,negative:0
alabaster,positive:1,negative:0
alarm,positive:0,negative:1
alarming,positive:0,negative:1
alb,positive:0,negative:0
album,positive:0,negative:0
alchemy,positive:0,negative:0
alcohol,positive:0,negative:0
alcoholism,positive:0,negative:1
alcove,positive:0,negative:0
alert,positive:0,negative:0
alertness,positive:1,negative:0
alerts,positive:0,negative:0
alfalfa,positive:0,negative:0
algebra,positive:0,negative:0
algebraic,positive:0,negative:0
algorithm,positive:0,negative:0
alibi,positive:0,negative:0
alien,positive:0,negative:1
alienate,positive:0,negative:1
alienated,positive:0,negative:1
alienation,positive:0,negative:1
alight,positive:0,negative:0
aligned,positive:0,negative:0
alignment,positive:0,negative:0
alike,positive:0,negative:0
alimentation,positive:1,negative:0
alimony,positive:0,negative:1
aliquot,positive:0,negative:0
alive,positive:1,negative:0
alkali,positive:0,negative:0
alkaloids,positive:0,negative:0
allay,positive:1,negative:0
allegation,positive:0,negative:1
allege,positive:0,negative:1
alleged,positive:0,negative:0
allegiance,positive:1,negative:0
allegorical,positive:0,negative:0
allegory,positive:0,negative:0
allegro,positive:1,negative:0
alleviate,positive:1,negative:0
alleviation,positive:1,negative:0
alley,positive:0,negative:0
alliance,positive:0,negative:0
allied,positive:1,negative:0
alligator,positive:0,negative:0
allocate,positive:0,negative:0
allocation,positive:0,negative:0
allot,positive:0,negative:0
allotment,positive:0,negative:0
allowable,positive:1,negative:0
allowance,positive:0,negative:0
allowed,positive:0,negative:0
alloy,positive:0,negative:0
allure,positive:1,negative:0
alluring,positive:1,negative:0
allusion,positive:0,negative:0
alluvial,positive:0,negative:0
ally,positive:1,negative:0
almanac,positive:0,negative:0
almighty,positive:1,negative:0
aloft,positive:0,negative:0
aloha,positive:1,negative:0
alongside,positive:0,negative:0
aloof,positive:0,negative:1
aloud,positive:0,negative:0
alphabet,positive:0,negative:0
alphabetical,positive:0,negative:0
altar,positive:0,negative:0
alter,positive:0,negative:0
alteration,positive:0,negative:0
altercation,positive:0,negative:1
altered,positive:0,negative:0
alternate,positive:0,negative:0
alternative,positive:0,negative:0
altitude,positive:0,negative:0
alto,positive:0,negative:0
altogether,positive:0,negative:0
alumnus,positive:0,negative:0
alveolar,positive:0,negative:0
amalgam,positive:0,negative:0
amalgamation,positive:0,negative:0
amass,positive:0,negative:0
amateur,positive:0,negative:0
amaze,positive:0,negative:0
amazement,positive:0,negative:0
amazingly,positive:1,negative:0
ambassador,positive:1,negative:0
amber,positive:0,negative:0
ambient,positive:0,negative:0
ambiguity,positive:0,negative:0
ambiguous,positive:0,negative:1
ambit,positive:0,negative:0
ambition,positive:1,negative:0
ambitious,positive:0,negative:0
ambulance,positive:0,negative:0
ambush,positive:0,negative:1
ameliorate,positive:1,negative:0
amen,positive:1,negative:0
amenable,positive:1,negative:0
amend,positive:1,negative:0
amendment,positive:0,negative:0
amends,positive:1,negative:0
amenity,positive:1,negative:0
amethyst,positive:0,negative:0
amiable,positive:1,negative:0
amicable,positive:1,negative:0
amid,positive:0,negative:0
amidst,positive:0,negative:0
ammonia,positive:0,negative:0
ammunition,positive:0,negative:0
amnesia,positive:0,negative:1
amnesty,positive:1,negative:0
amorphous,positive:0,negative:0
amortization,positive:0,negative:0
amount,positive:0,negative:0
amour,positive:1,negative:0
ampersand,positive:0,negative:0
amphetamines,positive:0,negative:1
amphibian,positive:0,negative:0
amphibious,positive:0,negative:0
amphitheater,positive:0,negative:0
amplification,positive:0,negative:0
amplify,positive:0,negative:0
amplitude,positive:0,negative:0
amply,positive:0,negative:0
amputation,positive:0,negative:0
amulet,positive:0,negative:0
amuse,positive:1,negative:0
amused,positive:1,negative:0
amusement,positive:1,negative:0
amusing,positive:1,negative:0
ana,positive:0,negative:0
anaconda,positive:0,negative:1
anaesthesia,positive:0,negative:0
anaesthetic,positive:0,negative:0
anal,positive:0,negative:1
analgesic,positive:0,negative:0
analogous,positive:0,negative:0
analogue,positive:0,negative:0
analogy,positive:0,negative:0
analysis,positive:0,negative:0
analyst,positive:1,negative:0
analytic,positive:0,negative:0
analyze,positive:0,negative:0
analyzer,positive:0,negative:0
anarchism,positive:0,negative:1
anarchist,positive:0,negative:1
anarchy,positive:0,negative:1
anastomosis,positive:0,negative:0
anathema,positive:0,negative:1
anatomic,positive:0,negative:0
anatomy,positive:0,negative:0
ancestor,positive:0,negative:0
ancestral,positive:0,negative:0
ancestry,positive:0,negative:0
anchor,positive:1,negative:0
anchorage,positive:1,negative:0
ancient,positive:0,negative:1
ancillary,positive:0,negative:0
androgen,positive:0,negative:0
anemone,positive:0,negative:0
anew,positive:0,negative:0
angel,positive:1,negative:0
angelic,positive:1,negative:0
anger,positive:0,negative:1
angina,positive:0,negative:1
angiography,positive:0,negative:0
angle,positive:0,negative:0
angling,positive:0,negative:1
angry,positive:0,negative:1
anguish,positive:0,negative:1
angular,positive:0,negative:0
anhydrous,positive:0,negative:0
animal,positive:0,negative:0
animate,positive:1,negative:0
animated,positive:1,negative:0
animation,positive:0,negative:0
animosity,positive:0,negative:1
animus,positive:0,negative:1
ankle,positive:0,negative:0
annals,positive:0,negative:0
annex,positive:0,negative:0
annexation,positive:0,negative:0
annexe,positive:0,negative:0
annihilate,positive:0,negative:1
annihilated,positive:0,negative:1
annihilation,positive:0,negative:1
annotate,positive:0,negative:0
annotation,positive:0,negative:0
announce,positive:0,negative:0
announcement,positive:0,negative:0
annoy,positive:0,negative:1
annoyance,positive:0,negative:1
annoying,positive:0,negative:1
annuity,positive:0,negative:0
annul,positive:0,negative:1
annular,positive:0,negative:0
annulment,positive:0,negative:1
annulus,positive:0,negative:0
anointing,positive:0,negative:0
anomalous,positive:0,negative:0
anomaly,positive:0,negative:1
anon,positive:0,negative:0
anonymous,positive:0,negative:1
answer,positive:0,negative:0
answerable,positive:0,negative:0
answering,positive:0,negative:0
ant,positive:0,negative:0
antagonism,positive:0,negative:1
antagonist,positive:0,negative:1
antagonistic,positive:0,negative:1
ante,positive:0,negative:0
antecedent,positive:0,negative:0
antelope,positive:0,negative:0
antenna,positive:0,negative:0
anterior,positive:0,negative:0
anthem,positive:0,negative:0
anthology,positive:0,negative:0
anthrax,positive:0,negative:1
anthropology,positive:0,negative:0
antibiotic,positive:0,negative:0
antibiotics,positive:1,negative:0
antichrist,positive:0,negative:1
anticipation,positive:0,negative:0
anticipatory,positive:0,negative:0
antidote,positive:1,negative:0
antifungal,positive:1,negative:0
antimony,positive:0,negative:0
antipathy,positive:0,negative:1
antiquarian,positive:0,negative:0
antiquated,positive:0,negative:1
antique,positive:1,negative:0
antiquity,positive:0,negative:0
antiseptic,positive:1,negative:0
antisocial,positive:0,negative:1
antithesis,positive:0,negative:1
antithetical,positive:0,negative:0
antiviral,positive:0,negative:0
antler,positive:0,negative:0
anvil,positive:0,negative:0
anxiety,positive:0,negative:1
anxious,positive:0,negative:1
aorta,positive:0,negative:0
apace,positive:0,negative:0
apache,positive:0,negative:1
apartment,positive:0,negative:0
apathetic,positive:0,negative:1
apathy,positive:0,negative:1
ape,positive:0,negative:0
aperture,positive:0,negative:0
apex,positive:0,negative:0
aphid,positive:0,negative:1
apiece,positive:0,negative:0
aplomb,positive:1,negative:0
apocalyptic,positive:0,negative:0
apologetic,positive:1,negative:0
apologist,positive:0,negative:0
apologize,positive:1,negative:0
apology,positive:1,negative:0
apostasy,positive:0,negative:0
apostate,positive:0,negative:0
apostle,positive:1,negative:0
apostolic,positive:0,negative:0
apostrophe,positive:0,negative:0
appalling,positive:0,negative:1
apparatus,positive:0,negative:0
apparel,positive:0,negative:0
apparently,positive:0,negative:0
apparition,positive:0,negative:0
appeal,positive:0,negative:0
appearance,positive:0,negative:0
appease,positive:0,negative:0
appellant,positive:0,negative:0
append,positive:0,negative:0
appendage,positive:0,negative:0
appendicitis,positive:0,negative:1
appendix,positive:0,negative:0
appetite,positive:0,negative:0
appetizer,positive:0,negative:0
applause,positive:1,negative:0
apple,positive:0,negative:0
appliance,positive:0,negative:0
appliances,positive:0,negative:0
applicability,positive:0,negative:0
applicable,positive:0,negative:0
applicant,positive:0,negative:0
application,positive:0,negative:0
apply,positive:0,negative:0
appoint,positive:0,negative:0
appointment,positive:0,negative:0
appointments,positive:0,negative:0
apportion,positive:0,negative:0
apportionment,positive:0,negative:0
appraise,positive:0,negative:0
appreciable,positive:0,negative:0
appreciation,positive:1,negative:0
apprehend,positive:0,negative:0
apprehension,positive:0,negative:1
apprehensive,positive:0,negative:1
apprentice,positive:0,negative:0
apprenticeship,positive:0,negative:0
approach,positive:0,negative:0
approaching,positive:0,negative:0
approbation,positive:1,negative:0
appropriation,positive:0,negative:1
approval,positive:1,negative:0
approve,positive:1,negative:0
approving,positive:1,negative:0
approximate,positive:0,negative:0
approximately,positive:0,negative:0
approximating,positive:0,negative:0
approximation,positive:0,negative:0
appurtenances,positive:0,negative:0
apron,positive:0,negative:0
apt,positive:1,negative:0
aptitude,positive:1,negative:0
aqua,positive:0,negative:0
aquamarine,positive:0,negative:0
aquarium,positive:0,negative:0
aquatic,positive:0,negative:0
aqueduct,positive:0,negative:0
aqueous,positive:0,negative:0
arable,positive:0,negative:0
arbiter,positive:0,negative:0
arbitrate,positive:0,negative:0
arbitration,positive:0,negative:0
arbitrator,positive:0,negative:0
arbor,positive:0,negative:0
arc,positive:0,negative:0
arcade,positive:0,negative:0
arch,positive:0,negative:0
archaeological,positive:0,negative:0
archaeologist,positive:0,negative:0
archaeology,positive:1,negative:0
archaic,positive:0,negative:1
archbishop,positive:0,negative:0
arched,positive:0,negative:0
archer,positive:0,negative:0
archery,positive:0,negative:0
archetype,positive:0,negative:0
archipelago,positive:0,negative:0
architect,positive:0,negative:0
architecture,positive:0,negative:0
archive,positive:0,negative:0
arctic,positive:0,negative:0
ardent,positive:1,negative:0
ardor,positive:1,negative:0
arduous,positive:0,negative:1
area,positive:0,negative:0
arena,positive:0,negative:0
areola,positive:0,negative:0
argent,positive:0,negative:0
argue,positive:0,negative:1
argument,positive:0,negative:1
argumentation,positive:0,negative:0
argumentative,positive:0,negative:1
arguments,positive:0,negative:0
arid,positive:0,negative:1
aristocracy,positive:1,negative:0
aristocrat,positive:0,negative:0
aristocratic,positive:1,negative:0
arithmetic,positive:0,negative:0
ark,positive:0,negative:0
arm,positive:0,negative:0
armada,positive:0,negative:0
armament,positive:0,negative:0
armaments,positive:0,negative:1
armature,positive:0,negative:0
armed,positive:1,negative:1
armor,positive:1,negative:0
armored,positive:0,negative:0
armory,positive:0,negative:0
arms,positive:0,negative:0
army,positive:0,negative:0
aroma,positive:1,negative:0
arousal,positive:0,negative:0
arouse,positive:1,negative:0
arraignment,positive:0,negative:1
arrange,positive:0,negative:0
arranged,positive:0,negative:0
arrangement,positive:0,negative:0
array,positive:1,negative:0
arrears,positive:0,negative:1
arrest,positive:0,negative:1
arrival,positive:0,negative:0
arrive,positive:0,negative:0
arrogance,positive:0,negative:1
arrogant,positive:0,negative:1
arrow,positive:0,negative:0
arsenal,positive:0,negative:0
arsenic,positive:0,negative:1
arson,positive:0,negative:1
art,positive:1,negative:0
artery,positive:0,negative:0
artful,positive:0,negative:0
arthropod,positive:0,negative:0
artichoke,positive:0,negative:0
article,positive:0,negative:0
articles,positive:0,negative:0
articulate,positive:1,negative:0
articulation,positive:1,negative:0
artifice,positive:0,negative:0
artillery,positive:0,negative:1
artisan,positive:1,negative:0
artist,positive:0,negative:0
artiste,positive:1,negative:0
artistic,positive:1,negative:0
artists,positive:0,negative:0
ascend,positive:0,negative:0
ascendancy,positive:1,negative:0
ascension,positive:0,negative:0
ascent,positive:1,negative:0
ascertain,positive:0,negative:0
ascertained,positive:0,negative:0
ascetic,positive:0,negative:0
ash,positive:0,negative:1
ashamed,positive:0,negative:1
ashes,positive:0,negative:1
asleep,positive:0,negative:0
asp,positive:0,negative:0
aspartame,positive:0,negative:0
aspect,positive:0,negative:0
aspects,positive:0,negative:0
asphalt,positive:0,negative:0
aspiration,positive:1,negative:0
aspire,positive:1,negative:0
aspiring,positive:1,negative:0
ass,positive:0,negative:1
assail,positive:0,negative:1
assailant,positive:0,negative:1
assassin,positive:0,negative:1
assassinate,positive:0,negative:1
assassination,positive:0,negative:1
assault,positive:0,negative:1
assay,positive:0,negative:0
assemblage,positive:0,negative:0
assemble,positive:0,negative:0
assembled,positive:0,negative:0
assembly,positive:1,negative:0
assent,positive:1,negative:0
assert,positive:0,negative:0
asserting,positive:1,negative:0
assertion,positive:0,negative:0
assess,positive:0,negative:0
assessment,positive:0,negative:0
assessor,positive:0,negative:0
assets,positive:1,negative:0
asshole,positive:0,negative:1
assign,positive:0,negative:0
assignee,positive:0,negative:0
assignment,positive:0,negative:0
assimilate,positive:0,negative:0
assimilation,positive:0,negative:0
assist,positive:1,negative:0
assistance,positive:1,negative:0
assistant,positive:0,negative:0
associate,positive:1,negative:0
association,positive:0,negative:0
assorted,positive:0,negative:0
assortment,positive:0,negative:0
assuage,positive:1,negative:0
assumed,positive:0,negative:0
assuming,positive:0,negative:0
assumption,positive:0,negative:0
assurance,positive:1,negative:0
assure,positive:0,negative:0
assured,positive:1,negative:0
assuredly,positive:0,negative:0
asterisk,positive:0,negative:0
asteroids,positive:0,negative:0
astigmatism,positive:0,negative:0
astonishingly,positive:1,negative:0
astonishment,positive:1,negative:0
astral,positive:0,negative:0
astray,positive:0,negative:1
astringent,positive:0,negative:1
astrologer,positive:1,negative:0
astrology,positive:0,negative:0
astronaut,positive:1,negative:0
astronomer,positive:1,negative:0
astronomy,positive:0,negative:0
astute,positive:1,negative:0
asunder,positive:0,negative:0
asylum,positive:0,negative:1
asymmetric,positive:0,negative:0
asymmetry,positive:0,negative:0
asymptotic,positive:0,negative:0
atelier,positive:0,negative:0
atheism,positive:0,negative:1
atheist,positive:0,negative:0
atheistic,positive:0,negative:0
atherosclerosis,positive:0,negative:1
athlete,positive:1,negative:0
athletic,positive:1,negative:0
athleticism,positive:0,negative:0
athletics,positive:0,negative:0
atlas,positive:0,negative:0
atmosphere,positive:0,negative:0
atmospheric,positive:0,negative:0
atoll,positive:0,negative:0
atom,positive:1,negative:0
atomic,positive:0,negative:0
atone,positive:1,negative:0
atonement,positive:1,negative:0
atrium,positive:0,negative:0
atrocious,positive:0,negative:1
atrocity,positive:0,negative:1
atrophy,positive:0,negative:1
attach,positive:0,negative:0
attachment,positive:1,negative:0
attack,positive:0,negative:1
attacking,positive:0,negative:1
attain,positive:0,negative:0
attainable,positive:1,negative:0
attainment,positive:1,negative:0
attempt,positive:0,negative:0
attendance,positive:0,negative:0
attendant,positive:1,negative:0
attention,positive:1,negative:0
attentive,positive:1,negative:0
attenuate,positive:0,negative:0
attenuated,positive:0,negative:1
attenuation,positive:0,negative:1
attest,positive:1,negative:0
attestation,positive:0,negative:0
attic,positive:0,negative:0
attire,positive:0,negative:0
attitude,positive:0,negative:0
attorney,positive:1,negative:0
attraction,positive:1,negative:0
attractiveness,positive:1,negative:0
attributable,positive:0,negative:0
attribute,positive:0,negative:0
attribution,positive:0,negative:0
attrition,positive:0,negative:0
auburn,positive:0,negative:0
auction,positive:0,negative:0
auctioneer,positive:0,negative:0
audacious,positive:0,negative:0
audacity,positive:0,negative:1
audible,positive:0,negative:0
audience,positive:0,negative:0
audit,positive:0,negative:0
audition,positive:0,negative:0
auditor,positive:0,negative:0
auditorium,positive:0,negative:0
auditory,positive:0,negative:0
aught,positive:0,negative:0
augment,positive:1,negative:0
augmentation,positive:0,negative:0
August,positive:1,negative:0
aunt,positive:1,negative:0
aura,positive:1,negative:0
aurora,positive:0,negative:0
auspices,positive:0,negative:0
auspicious,positive:1,negative:0
austere,positive:0,negative:1
austerity,positive:0,negative:1
authentic,positive:1,negative:0
authenticate,positive:0,negative:0
authentication,positive:0,negative:0
authenticity,positive:1,negative:0
author,positive:1,negative:0
authoritative,positive:1,negative:0
authority,positive:1,negative:0
authorization,positive:1,negative:0
authorize,positive:0,negative:0
authorized,positive:1,negative:0
authorship,positive:0,negative:0
auto,positive:0,negative:0
autobiography,positive:0,negative:0
autocratic,positive:0,negative:1
autograph,positive:0,negative:0
automatic,positive:0,negative:0
automobile,positive:0,negative:0
autonomy,positive:0,negative:0
autopsy,positive:0,negative:1
autumn,positive:0,negative:0
auxiliary,positive:0,negative:0
avail,positive:0,negative:0
avalanche,positive:0,negative:1
avarice,positive:0,negative:1
avatar,positive:1,negative:0
avenger,positive:0,negative:1
avenue,positive:0,negative:0
aver,positive:0,negative:0
average,positive:0,negative:0
averse,positive:0,negative:1
aversion,positive:0,negative:1
avert,positive:0,negative:0
aviary,positive:0,negative:0
aviation,positive:0,negative:0
aviator,positive:0,negative:0
avid,positive:0,negative:0
avocado,positive:0,negative:0
avoid,positive:0,negative:1
avoidance,positive:0,negative:1
avoiding,positive:0,negative:0
await,positive:0,negative:0
awake,positive:0,negative:0
awaken,positive:0,negative:0
award,positive:1,negative:0
awe,positive:0,negative:0
awful,positive:0,negative:1
awkwardness,positive:0,negative:1
awning,positive:0,negative:0
awry,positive:0,negative:1
axial,positive:0,negative:0
axiom,positive:0,negative:0
axiomatic,positive:0,negative:0
axis,positive:0,negative:0
axle,positive:0,negative:0
ay,positive:1,negative:0
aye,positive:1,negative:0
azimuth,positive:0,negative:0
azure,positive:0,negative:0
babble,positive:0,negative:1
babbling,positive:0,negative:1
baboon,positive:0,negative:1
baby,positive:1,negative:0
babysitter,positive:0,negative:0
baccalaureate,positive:1,negative:0
baccarat,positive:0,negative:0
bachelor,positive:0,negative:0
back,positive:0,negative:0
backbone,positive:1,negative:0
backer,positive:0,negative:0
backfire,positive:0,negative:0
backgammon,positive:0,negative:0
background,positive:0,negative:0
backhoe,positive:0,negative:0
backpacker,positive:0,negative:0
backtrack,positive:0,negative:0
backward,positive:0,negative:1
backwards,positive:0,negative:1
backwater,positive:0,negative:1
bacteria,positive:0,negative:1
bacterium,positive:0,negative:1
bad,positive:0,negative:1
badge,positive:0,negative:0
badger,positive:0,negative:1
badly,positive:0,negative:1
badness,positive:0,negative:1
ba_e,positive:0,negative:0
bag,positive:0,negative:0
